LinkID	busid	Aid	Bid
1664	70	715	675
1665	70	675	635
1666	70	635	595
1667	70	595	555
1668	70	555	515
1669	70	515	475
1670	70	475	435
1671	70	435	395
1672	70	395	355
1673	70	355	315
1674	70	315	275
1675	70	275	235
1676	70	235	195
1677	70	195	155
1678	70	155	115
1679	70	115	75
1680	70	75	35
1681	71	36	76
1682	71	76	116
1683	71	116	156
1684	71	156	196
1685	71	196	236
1686	71	236	276
1687	71	276	316
1688	71	316	356
1689	71	356	396
1690	71	396	436
1691	71	436	476
1692	71	476	516
1693	71	516	556
1694	71	556	596
1695	71	596	636
1696	71	636	676
1697	71	676	716
1698	71	716	756
1699	71	756	796
1700	71	796	836
1701	71	836	876
1702	71	876	916
1703	71	916	956
1704	71	956	996
1705	72	996	956
1706	72	956	916
1707	72	916	876
1708	72	876	836
1709	72	836	796
1710	72	796	756
1711	72	756	716
1712	72	716	676
1713	72	676	636
1714	72	636	596
1715	72	596	556
1716	72	556	516
1717	72	516	476
1718	72	476	436
1719	72	436	396
1720	72	396	356
1721	72	356	316
1722	72	316	276
1723	72	276	236
1724	72	236	196
1725	72	196	156
1726	72	156	116
1727	72	116	76
1728	72	76	36
1729	73	37	77
1730	73	77	117
1731	73	117	157
1732	73	157	197
1733	73	197	237
1734	73	237	277
1735	73	277	317
1736	73	317	357
1737	73	357	397
1738	73	397	437
1739	73	437	477
1740	73	477	517
1741	73	517	557
1742	73	557	597
1743	73	597	637
1744	73	637	677
1745	73	677	717
1746	73	717	757
1747	73	757	797
1748	73	797	837
1749	73	837	877
1750	73	877	917
1751	73	917	957
1752	73	957	997
1753	74	997	957
1754	74	957	917
1755	74	917	877
1756	74	877	837
1757	74	837	797
1758	74	797	757
1759	74	757	717
1760	74	717	677
1761	74	677	637
1762	74	637	597
1763	74	597	557
1764	74	557	517
1765	74	517	477
1766	74	477	437
1767	74	437	397
1768	74	397	357
1769	74	357	317
1770	74	317	277
1771	74	277	237
1772	74	237	197
1773	74	197	157
1774	74	157	117
1775	74	117	77
1776	74	77	37
1777	75	38	78
1778	75	78	118
1779	75	118	158
1780	75	158	198
1781	75	198	238
1782	75	238	278
1783	75	278	318
1784	75	318	358
1785	75	358	398
1786	75	398	438
1787	75	438	478
1788	75	478	518
1789	75	518	558
1790	75	558	598
1791	75	598	638
1792	75	638	678
1793	75	678	718
1794	75	718	758
1795	75	758	798
1796	75	798	838
1797	75	838	878
1798	75	878	918
1799	75	918	958
1800	75	958	998
1801	76	998	958
1802	76	958	918
1803	76	918	878
1804	76	878	838
1805	76	838	798
1806	76	798	758
1807	76	758	718
1808	76	718	678
1809	76	678	638
1810	76	638	598
1811	76	598	558
1812	76	558	518
1813	76	518	478
1814	76	478	438
1815	76	438	398
1816	76	398	358
1817	76	358	318
1818	76	318	278
1819	76	278	238
1820	76	238	198
1821	76	198	158
1822	76	158	118
1823	76	118	78
1824	76	78	38
1825	77	39	79
1826	77	79	119
1827	77	119	159
1828	77	159	199
1829	77	199	239
1830	77	239	279
1831	77	279	319
1832	77	319	359
1833	77	359	399
1834	77	399	439
1835	77	439	479
1836	77	479	519
1837	77	519	559
1838	77	559	599
1839	77	599	639
1840	77	639	679
1841	77	679	719
1842	77	719	759
1843	77	759	799
1844	77	799	839
1845	77	839	879
1846	77	879	919
1847	77	919	959
1848	77	959	999
1849	78	999	959
1850	78	959	919
1851	78	919	879
1852	78	879	839
1853	78	839	799
1854	78	799	759
1855	78	759	719
1856	78	719	679
1857	78	679	639
1858	78	639	599
1859	78	599	559
1860	78	559	519
1861	78	519	479
1862	78	479	439
1863	78	439	399
1864	78	399	359
1865	78	359	319
1866	78	319	279
1867	78	279	239
1868	78	239	199
1869	78	199	159
1870	78	159	119
1871	78	119	79
1872	78	79	39
1873	79	40	80
1874	79	80	120
1875	79	120	160
1876	79	160	200
1877	79	200	240
1878	79	240	280
1879	79	280	320
1880	79	320	360
1881	79	360	400
1882	79	400	440
1883	79	440	480
1884	79	480	520
1885	79	520	560
1886	79	560	600
1887	79	600	640
1888	79	640	680
1889	79	680	720
1890	79	720	760
1891	79	760	800
1892	79	800	840
1893	79	840	880
1894	79	880	920
1895	79	920	960
1896	79	960	1000
1897	80	1000	960
1898	80	960	920
1899	80	920	880
1900	80	880	840
1901	80	840	800
1902	80	800	760
1903	80	760	720
1904	80	720	680
1905	80	680	640
1906	80	640	600
1907	80	600	560
1908	80	560	520
1909	80	520	480
1910	80	480	440
1911	80	440	400
1912	80	400	360
1913	80	360	320
1914	80	320	280
1915	80	280	240
1916	80	240	200
1917	80	200	160
1918	80	160	120
1919	80	120	80
1920	80	80	40
1921	81	1	2
1922	81	2	3
1923	81	3	4
1924	81	4	5
1925	81	5	6
1926	81	6	7
1927	81	7	8
1928	81	8	9
1929	81	9	10
1930	81	10	11
1931	81	11	12
1932	81	12	13
1933	81	13	14
1934	81	14	15
1935	81	15	16
1936	81	16	17
1937	81	17	18
1938	81	18	19
1939	81	19	20
1940	81	20	21
1941	81	21	22
1942	81	22	23
1943	81	23	24
1944	81	24	25
1945	81	25	26
1946	81	26	27
1947	81	27	28
1948	81	28	29
1949	81	29	30
1950	81	30	31
1951	81	31	32
1952	81	32	33
1953	81	33	34
1954	81	34	35
1955	81	35	36
1956	81	36	37
1957	81	37	38
1958	81	38	39
1959	81	39	40
1960	82	40	39
1961	82	39	38
1962	82	38	37
1963	82	37	36
1964	82	36	35
1965	82	35	34
1966	82	34	33
1967	82	33	32
1968	82	32	31
1969	82	31	30
1970	82	30	29
1971	82	29	28
1972	82	28	27
1973	82	27	26
1974	82	26	25
1975	82	25	24
1976	82	24	23
1977	82	23	22
1978	82	22	21
1979	82	21	20
1980	82	20	19
1981	82	19	18
1982	82	18	17
1983	82	17	16
1984	82	16	15
1985	82	15	14
1986	82	14	13
1987	82	13	12
1988	82	12	11
1989	82	11	10
1990	82	10	9
1991	82	9	8
1992	82	8	7
1993	82	7	6
1994	82	6	5
1995	82	5	4
1996	82	4	3
1997	82	3	2
1998	82	2	1
1999	83	41	42
2000	83	42	43
2001	83	43	44
2002	83	44	45
2003	83	45	46
2004	83	46	47
2005	83	47	48
2006	83	48	49
2007	83	49	50
2008	83	50	51
2009	83	51	52
2010	83	52	53
2011	83	53	54
2012	83	54	55
2013	83	55	56
2014	83	56	57
2015	83	57	58
2016	83	58	59
2017	83	59	60
2018	83	60	61
2019	83	61	62
2020	83	62	63
2021	83	63	64
2022	83	64	65
2023	83	65	66
2024	83	66	67
2025	83	67	68
2026	83	68	69
2027	83	69	70
2028	83	70	71
2029	83	71	72
2030	83	72	73
2031	83	73	74
2032	83	74	75
2033	83	75	76
2034	83	76	77
2035	83	77	78
2036	83	78	79
2037	83	79	80
2038	84	80	79
2039	84	79	78
2040	84	78	77
2041	84	77	76
2042	84	76	75
2043	84	75	74
2044	84	74	73
2045	84	73	72
2046	84	72	71
2047	84	71	70
2048	84	70	69
2049	84	69	68
2050	84	68	67
2051	84	67	66
2052	84	66	65
2053	84	65	64
2054	84	64	63
2055	84	63	62
2056	84	62	61
2057	84	61	60
2058	84	60	59
2059	84	59	58
2060	84	58	57
2061	84	57	56
2062	84	56	55
2063	84	55	54
2064	84	54	53
2065	84	53	52
2066	84	52	51
2067	84	51	50
2068	84	50	49
2069	84	49	48
2070	84	48	47
2071	84	47	46
2072	84	46	45
2073	84	45	44
2074	84	44	43
2075	84	43	42
2076	84	42	41
2077	85	81	82
2078	85	82	83
2079	85	83	84
2080	85	84	85
2081	85	85	86
2082	85	86	87
2083	85	87	88
2084	85	88	89
2085	85	89	90
2086	85	90	91
2087	85	91	92
2088	85	92	93
2089	85	93	94
2090	85	94	95
2091	85	95	96
2092	85	96	97
2093	85	97	98
2094	85	98	99
2095	85	99	100
2096	85	100	101
2097	85	101	102
2098	85	102	103
2099	85	103	104
2100	85	104	105
2101	85	105	106
2102	85	106	107
2103	85	107	108
2104	85	108	109
2105	85	109	110
2106	85	110	111
2107	85	111	112
2108	85	112	113
2109	85	113	114
2110	85	114	115
2111	85	115	116
2112	85	116	117
2113	85	117	118
2114	85	118	119
2115	85	119	120
2116	86	120	119
2117	86	119	118
2118	86	118	117
2119	86	117	116
2120	86	116	115
2121	86	115	114
2122	86	114	113
2123	86	113	112
2124	86	112	111
2125	86	111	110
2126	86	110	109
2127	86	109	108
2128	86	108	107
2129	86	107	106
2130	86	106	105
2131	86	105	104
2132	86	104	103
2133	86	103	102
2134	86	102	101
2135	86	101	100
2136	86	100	99
2137	86	99	98
2138	86	98	97
2139	86	97	96
2140	86	96	95
2141	86	95	94
2142	86	94	93
2143	86	93	92
2144	86	92	91
2145	86	91	90
2146	86	90	89
2147	86	89	88
2148	86	88	87
2149	86	87	86
2150	86	86	85
2151	86	85	84
2152	86	84	83
2153	86	83	82
2154	86	82	81
2155	87	121	122
2156	87	122	123
2157	87	123	124
2158	87	124	125
2159	87	125	126
2160	87	126	127
2161	87	127	128
2162	87	128	129
2163	87	129	130
2164	87	130	131
2165	87	131	132
2166	87	132	133
2167	87	133	134
2168	87	134	135
2169	87	135	136
2170	87	136	137
2171	87	137	138
2172	87	138	139
2173	87	139	140
2174	87	140	141
2175	87	141	142
2176	87	142	143
2177	87	143	144
2178	87	144	145
2179	87	145	146
2180	87	146	147
2181	87	147	148
2182	87	148	149
2183	87	149	150
2184	87	150	151
2185	87	151	152
2186	87	152	153
2187	87	153	154
2188	87	154	155
2189	87	155	156
2190	87	156	157
2191	87	157	158
2192	87	158	159
2193	87	159	160
2194	88	160	159
2195	88	159	158
2196	88	158	157
2197	88	157	156
2198	88	156	155
2199	88	155	154
2200	88	154	153
2201	88	153	152
2202	88	152	151
2203	88	151	150
2204	88	150	149
2205	88	149	148
2206	88	148	147
2207	88	147	146
2208	88	146	145
2209	88	145	144
2210	88	144	143
2211	88	143	142
2212	88	142	141
2213	88	141	140
2214	88	140	139
2215	88	139	138
2216	88	138	137
2217	88	137	136
2218	88	136	135
2219	88	135	134
2220	88	134	133
2221	88	133	132
2222	88	132	131
2223	88	131	130
2224	88	130	129
2225	88	129	128
2226	88	128	127
2227	88	127	126
2228	88	126	125
2229	88	125	124
2230	88	124	123
2231	88	123	122
2232	88	122	121
2233	89	161	162
2234	89	162	163
2235	89	163	164
2236	89	164	165
2237	89	165	166
2238	89	166	167
2239	89	167	168
2240	89	168	169
2241	89	169	170
2242	89	170	171
2243	89	171	172
2244	89	172	173
2245	89	173	174
2246	89	174	175
2247	89	175	176
2248	89	176	177
2249	89	177	178
2250	89	178	179
2251	89	179	180
2252	89	180	181
2253	89	181	182
2254	89	182	183
2255	89	183	184
2256	89	184	185
2257	89	185	186
2258	89	186	187
2259	89	187	188
2260	89	188	189
2261	89	189	190
2262	89	190	191
2263	89	191	192
2264	89	192	193
2265	89	193	194
2266	89	194	195
2267	89	195	196
2268	89	196	197
2269	89	197	198
2270	89	198	199
2271	89	199	200
2272	90	200	199
2273	90	199	198
2274	90	198	197
2275	90	197	196
2276	90	196	195
2277	90	195	194
2278	90	194	193
2279	90	193	192
2280	90	192	191
2281	90	191	190
2282	90	190	189
2283	90	189	188
2284	90	188	187
2285	90	187	186
2286	90	186	185
2287	90	185	184
2288	90	184	183
2289	90	183	182
2290	90	182	181
2291	90	181	180
2292	90	180	179
2293	90	179	178
2294	90	178	177
2295	90	177	176
2296	90	176	175
2297	90	175	174
2298	90	174	173
2299	90	173	172
2300	90	172	171
2301	90	171	170
2302	90	170	169
2303	90	169	168
2304	90	168	167
2305	90	167	166
2306	90	166	165
2307	90	165	164
2308	90	164	163
2309	90	163	162
2310	90	162	161
2311	91	201	202
2312	91	202	203
2313	91	203	204
2314	91	204	205
2315	91	205	206
2316	91	206	207
2317	91	207	208
2318	91	208	209
2319	91	209	210
2320	91	210	211
2321	91	211	212
2322	91	212	213
2323	91	213	214
2324	91	214	215
2325	91	215	216
2326	91	216	217
2327	91	217	218
2328	91	218	219
2329	91	219	220
2330	91	220	221
2331	91	221	222
2332	91	222	223
2333	91	223	224
2334	91	224	225
2335	91	225	226
2336	91	226	227
2337	91	227	228
2338	91	228	229
2339	91	229	230
2340	91	230	231
2341	91	231	232
2342	91	232	233
2343	91	233	234
2344	91	234	235
2345	91	235	236
2346	91	236	237
2347	91	237	238
2348	91	238	239
2349	91	239	240
2350	92	240	239
2351	92	239	238
2352	92	238	237
2353	92	237	236
2354	92	236	235
2355	92	235	234
2356	92	234	233
2357	92	233	232
2358	92	232	231
2359	92	231	230
2360	92	230	229
2361	92	229	228
2362	92	228	227
2363	92	227	226
2364	92	226	225
2365	92	225	224
2366	92	224	223
2367	92	223	222
2368	92	222	221
2369	92	221	220
2370	92	220	219
2371	92	219	218
2372	92	218	217
2373	92	217	216
2374	92	216	215
2375	92	215	214
2376	92	214	213
2377	92	213	212
2378	92	212	211
2379	92	211	210
2380	92	210	209
2381	92	209	208
2382	92	208	207
2383	92	207	206
2384	92	206	205
2385	92	205	204
2386	92	204	203
2387	92	203	202
2388	92	202	201
2389	93	241	242
2390	93	242	243
2391	93	243	244
2392	93	244	245
2393	93	245	246
2394	93	246	247
2395	93	247	248
2396	93	248	249
2397	93	249	250
2398	93	250	251
2399	93	251	252
2400	93	252	253
2401	93	253	254
2402	93	254	255
2403	93	255	256
2404	93	256	257
2405	93	257	258
2406	93	258	259
2407	93	259	260
2408	93	260	261
2409	93	261	262
2410	93	262	263
2411	93	263	264
2412	93	264	265
2413	93	265	266
2414	93	266	267
2415	93	267	268
2416	93	268	269
2417	93	269	270
2418	93	270	271
2419	93	271	272
2420	93	272	273
2421	93	273	274
2422	93	274	275
2423	93	275	276
2424	93	276	277
2425	93	277	278
2426	93	278	279
2427	93	279	280
2428	94	280	279
2429	94	279	278
2430	94	278	277
2431	94	277	276
2432	94	276	275
2433	94	275	274
2434	94	274	273
2435	94	273	272
2436	94	272	271
2437	94	271	270
2438	94	270	269
2439	94	269	268
2440	94	268	267
2441	94	267	266
2442	94	266	265
2443	94	265	264
2444	94	264	263
2445	94	263	262
2446	94	262	261
2447	94	261	260
2448	94	260	259
2449	94	259	258
2450	94	258	257
2451	94	257	256
2452	94	256	255
2453	94	255	254
2454	94	254	253
2455	94	253	252
2456	94	252	251
2457	94	251	250
2458	94	250	249
2459	94	249	248
2460	94	248	247
2461	94	247	246
2462	94	246	245
2463	94	245	244
2464	94	244	243
2465	94	243	242
2466	94	242	241
2467	95	281	282
2468	95	282	283
2469	95	283	284
2470	95	284	285
2471	95	285	286
2472	95	286	287
2473	95	287	288
2474	95	288	289
2475	95	289	290
2476	95	290	291
2477	95	291	292
2478	95	292	293
2479	95	293	294
2480	95	294	295
2481	95	295	296
2482	95	296	297
2483	95	297	298
2484	95	298	299
2485	95	299	300
2486	95	300	301
2487	95	301	302
2488	95	302	303
2489	95	303	304
2490	95	304	305
2491	95	305	306
2492	95	306	307
2493	95	307	308
2494	95	308	309
2495	95	309	310
2496	95	310	311
2497	95	311	312
2498	95	312	313
2499	95	313	314
2500	95	314	315
2501	95	315	316
2502	95	316	317
2503	95	317	318
2504	95	318	319
2505	95	319	320
2506	96	320	319
2507	96	319	318
2508	96	318	317
2509	96	317	316
2510	96	316	315
2511	96	315	314
2512	96	314	313
2513	96	313	312
2514	96	312	311
2515	96	311	310
2516	96	310	309
2517	96	309	308
2518	96	308	307
2519	96	307	306
2520	96	306	305
2521	96	305	304
2522	96	304	303
2523	96	303	302
2524	96	302	301
2525	96	301	300
2526	96	300	299
2527	96	299	298
2528	96	298	297
2529	96	297	296
2530	96	296	295
2531	96	295	294
2532	96	294	293
2533	96	293	292
2534	96	292	291
2535	96	291	290
2536	96	290	289
2537	96	289	288
2538	96	288	287
2539	96	287	286
2540	96	286	285
2541	96	285	284
2542	96	284	283
2543	96	283	282
2544	96	282	281
2545	97	321	322
2546	97	322	323
2547	97	323	324
2548	97	324	325
2549	97	325	326
2550	97	326	327
2551	97	327	328
2552	97	328	329
2553	97	329	330
2554	97	330	331
2555	97	331	332
2556	97	332	333
2557	97	333	334
2558	97	334	335
2559	97	335	336
2560	97	336	337
2561	97	337	338
2562	97	338	339
2563	97	339	340
2564	97	340	341
2565	97	341	342
2566	97	342	343
2567	97	343	344
2568	97	344	345
2569	97	345	346
2570	97	346	347
2571	97	347	348
2572	97	348	349
2573	97	349	350
2574	97	350	351
2575	97	351	352
2576	97	352	353
2577	97	353	354
2578	97	354	355
2579	97	355	356
2580	97	356	357
2581	97	357	358
2582	97	358	359
2583	97	359	360
2584	98	360	359
2585	98	359	358
2586	98	358	357
2587	98	357	356
2588	98	356	355
2589	98	355	354
2590	98	354	353
2591	98	353	352
2592	98	352	351
2593	98	351	350
2594	98	350	349
2595	98	349	348
2596	98	348	347
2597	98	347	346
2598	98	346	345
2599	98	345	344
2600	98	344	343
2601	98	343	342
2602	98	342	341
2603	98	341	340
2604	98	340	339
2605	98	339	338
2606	98	338	337
2607	98	337	336
2608	98	336	335
2609	98	335	334
2610	98	334	333
2611	98	333	332
2612	98	332	331
2613	98	331	330
2614	98	330	329
2615	98	329	328
2616	98	328	327
2617	98	327	326
2618	98	326	325
2619	98	325	324
2620	98	324	323
2621	98	323	322
2622	98	322	321
2623	99	361	362
2624	99	362	363
2625	99	363	364
2626	99	364	365
2627	99	365	366
2628	99	366	367
2629	99	367	368
2630	99	368	369
2631	99	369	370
2632	99	370	371
2633	99	371	372
2634	99	372	373
2635	99	373	374
2636	99	374	375
2637	99	375	376
2638	99	376	377
2639	99	377	378
2640	99	378	379
2641	99	379	380
2642	99	380	381
2643	99	381	382
2644	99	382	383
2645	99	383	384
2646	99	384	385
2647	99	385	386
2648	99	386	387
2649	99	387	388
2650	99	388	389
2651	99	389	390
2652	99	390	391
2653	99	391	392
2654	99	392	393
2655	99	393	394
2656	99	394	395
2657	99	395	396
2658	99	396	397
2659	99	397	398
2660	99	398	399
2661	99	399	400
2662	100	400	399
2663	100	399	398
2664	100	398	397
2665	100	397	396
2666	100	396	395
2667	100	395	394
2668	100	394	393
2669	100	393	392
2670	100	392	391
2671	100	391	390
2672	100	390	389
2673	100	389	388
2674	100	388	387
2675	100	387	386
2676	100	386	385
2677	100	385	384
2678	100	384	383
2679	100	383	382
2680	100	382	381
2681	100	381	380
2682	100	380	379
2683	100	379	378
2684	100	378	377
2685	100	377	376
2686	100	376	375
2687	100	375	374
2688	100	374	373
2689	100	373	372
2690	100	372	371
2691	100	371	370
2692	100	370	369
2693	100	369	368
2694	100	368	367
2695	100	367	366
2696	100	366	365
2697	100	365	364
2698	100	364	363
2699	100	363	362
2700	100	362	361
2701	101	401	402
2702	101	402	403
2703	101	403	404
2704	101	404	405
2705	101	405	406
2706	101	406	407
2707	101	407	408
2708	101	408	409
2709	101	409	410
2710	101	410	411
2711	101	411	412
2712	101	412	413
2713	101	413	414
2714	101	414	415
2715	101	415	416
2716	101	416	417
2717	101	417	418
2718	101	418	419
2719	101	419	420
2720	101	420	421
2721	101	421	422
2722	101	422	423
2723	101	423	424
2724	101	424	425
2725	101	425	426
2726	101	426	427
2727	101	427	428
2728	101	428	429
2729	101	429	430
2730	101	430	431
2731	101	431	432
2732	101	432	433
2733	101	433	434
2734	101	434	435
2735	101	435	436
2736	101	436	437
2737	101	437	438
2738	101	438	439
2739	101	439	440
2740	102	440	439
2741	102	439	438
2742	102	438	437
2743	102	437	436
2744	102	436	435
2745	102	435	434
2746	102	434	433
2747	102	433	432
2748	102	432	431
2749	102	431	430
2750	102	430	429
2751	102	429	428
2752	102	428	427
2753	102	427	426
2754	102	426	425
2755	102	425	424
2756	102	424	423
2757	102	423	422
2758	102	422	421
2759	102	421	420
2760	102	420	419
2761	102	419	418
2762	102	418	417
2763	102	417	416
2764	102	416	415
2765	102	415	414
2766	102	414	413
2767	102	413	412
2768	102	412	411
2769	102	411	410
2770	102	410	409
2771	102	409	408
2772	102	408	407
2773	102	407	406
2774	102	406	405
2775	102	405	404
2776	102	404	403
2777	102	403	402
2778	102	402	401
2779	103	441	442
2780	103	442	443
2781	103	443	444
2782	103	444	445
2783	103	445	446
2784	103	446	447
2785	103	447	448
2786	103	448	449
2787	103	449	450
2788	103	450	451
2789	103	451	452
2790	103	452	453
2791	103	453	454
2792	103	454	455
2793	103	455	456
2794	103	456	457
2795	103	457	458
2796	103	458	459
2797	103	459	460
2798	103	460	461
2799	103	461	462
2800	103	462	463
2801	103	463	464
2802	103	464	465
2803	103	465	466
2804	103	466	467
2805	103	467	468
2806	103	468	469
2807	103	469	470
2808	103	470	471
2809	103	471	472
2810	103	472	473
2811	103	473	474
2812	103	474	475
2813	103	475	476
2814	103	476	477
2815	103	477	478
2816	103	478	479
2817	103	479	480
2818	104	480	479
2819	104	479	478
2820	104	478	477
2821	104	477	476
2822	104	476	475
2823	104	475	474
2824	104	474	473
2825	104	473	472
2826	104	472	471
2827	104	471	470
2828	104	470	469
2829	104	469	468
2830	104	468	467
2831	104	467	466
2832	104	466	465
2833	104	465	464
2834	104	464	463
2835	104	463	462
2836	104	462	461
2837	104	461	460
2838	104	460	459
2839	104	459	458
2840	104	458	457
2841	104	457	456
2842	104	456	455
2843	104	455	454
2844	104	454	453
2845	104	453	452
2846	104	452	451
2847	104	451	450
2848	104	450	449
2849	104	449	448
2850	104	448	447
2851	104	447	446
2852	104	446	445
2853	104	445	444
2854	104	444	443
2855	104	443	442
2856	104	442	441
2857	105	481	482
2858	105	482	483
2859	105	483	484
2860	105	484	485
2861	105	485	486
2862	105	486	487
2863	105	487	488
2864	105	488	489
2865	105	489	490
2866	105	490	491
2867	105	491	492
2868	105	492	493
2869	105	493	494
2870	105	494	495
2871	105	495	496
2872	105	496	497
2873	105	497	498
2874	105	498	499
2875	105	499	500
2876	105	500	501
2877	105	501	502
2878	105	502	503
2879	105	503	504
2880	105	504	505
2881	105	505	506
2882	105	506	507
2883	105	507	508
2884	105	508	509
2885	105	509	510
2886	105	510	511
2887	105	511	512
2888	105	512	513
2889	105	513	514
2890	105	514	515
2891	105	515	516
2892	105	516	517
2893	105	517	518
2894	105	518	519
2895	105	519	520
2896	106	520	519
2897	106	519	518
2898	106	518	517
2899	106	517	516
2900	106	516	515
2901	106	515	514
2902	106	514	513
2903	106	513	512
2904	106	512	511
2905	106	511	510
2906	106	510	509
2907	106	509	508
2908	106	508	507
2909	106	507	506
2910	106	506	505
2911	106	505	504
2912	106	504	503
2913	106	503	502
2914	106	502	501
2915	106	501	500
2916	106	500	499
2917	106	499	498
2918	106	498	497
2919	106	497	496
2920	106	496	495
2921	106	495	494
2922	106	494	493
2923	106	493	492
2924	106	492	491
2925	106	491	490
2926	106	490	489
2927	106	489	488
2928	106	488	487
2929	106	487	486
2930	106	486	485
2931	106	485	484
2932	106	484	483
2933	106	483	482
2934	106	482	481
2935	107	521	522
2936	107	522	523
2937	107	523	524
2938	107	524	525
2939	107	525	526
2940	107	526	527
2941	107	527	528
2942	107	528	529
2943	107	529	530
2944	107	530	531
2945	107	531	532
2946	107	532	533
2947	107	533	534
2948	107	534	535
2949	107	535	536
2950	107	536	537
2951	107	537	538
2952	107	538	539
2953	107	539	540
2954	107	540	541
2955	107	541	542
2956	107	542	543
2957	107	543	544
2958	107	544	545
2959	107	545	546
2960	107	546	547
2961	107	547	548
2962	107	548	549
2963	107	549	550
2964	107	550	551
2965	107	551	552
2966	107	552	553
2967	107	553	554
2968	107	554	555
2969	107	555	556
2970	107	556	557
2971	107	557	558
2972	107	558	559
2973	107	559	560
2974	108	560	559
2975	108	559	558
2976	108	558	557
2977	108	557	556
2978	108	556	555
2979	108	555	554
2980	108	554	553
2981	108	553	552
2982	108	552	551
2983	108	551	550
2984	108	550	549
2985	108	549	548
2986	108	548	547
2987	108	547	546
2988	108	546	545
2989	108	545	544
2990	108	544	543
2991	108	543	542
2992	108	542	541
2993	108	541	540
2994	108	540	539
2995	108	539	538
2996	108	538	537
2997	108	537	536
2998	108	536	535
2999	108	535	534
3000	108	534	533
3001	108	533	532
3002	108	532	531
3003	108	531	530
3004	108	530	529
3005	108	529	528
3006	108	528	527
3007	108	527	526
3008	108	526	525
3009	108	525	524
3010	108	524	523
3011	108	523	522
3012	108	522	521
3013	109	561	562
3014	109	562	563
3015	109	563	564
3016	109	564	565
3017	109	565	566
3018	109	566	567
3019	109	567	568
3020	109	568	569
3021	109	569	570
3022	109	570	571
3023	109	571	572
3024	109	572	573
3025	109	573	574
3026	109	574	575
3027	109	575	576
3028	109	576	577
3029	109	577	578
3030	109	578	579
3031	109	579	580
3032	109	580	581
3033	109	581	582
3034	109	582	583
3035	109	583	584
3036	109	584	585
3037	109	585	586
3038	109	586	587
3039	109	587	588
3040	109	588	589
3041	109	589	590
3042	109	590	591
3043	109	591	592
3044	109	592	593
3045	109	593	594
3046	109	594	595
3047	109	595	596
3048	109	596	597
3049	109	597	598
3050	109	598	599
3051	109	599	600
3052	110	600	599
3053	110	599	598
3054	110	598	597
3055	110	597	596
3056	110	596	595
3057	110	595	594
3058	110	594	593
3059	110	593	592
3060	110	592	591
3061	110	591	590
3062	110	590	589
3063	110	589	588
3064	110	588	587
3065	110	587	586
3066	110	586	585
3067	110	585	584
3068	110	584	583
3069	110	583	582
3070	110	582	581
3071	110	581	580
3072	110	580	579
3073	110	579	578
3074	110	578	577
3075	110	577	576
3076	110	576	575
3077	110	575	574
3078	110	574	573
3079	110	573	572
3080	110	572	571
3081	110	571	570
3082	110	570	569
3083	110	569	568
3084	110	568	567
3085	110	567	566
3086	110	566	565
3087	110	565	564
3088	110	564	563
3089	110	563	562
3090	110	562	561
3091	111	601	602
3092	111	602	603
3093	111	603	604
3094	111	604	605
3095	111	605	606
3096	111	606	607
3097	111	607	608
3098	111	608	609
3099	111	609	610
3100	111	610	611
3101	111	611	612
3102	111	612	613
3103	111	613	614
3104	111	614	615
3105	111	615	616
3106	111	616	617
3107	111	617	618
3108	111	618	619
3109	111	619	620
3110	111	620	621
3111	111	621	622
3112	111	622	623
3113	111	623	624
3114	111	624	625
3115	111	625	626
3116	111	626	627
3117	111	627	628
3118	111	628	629
3119	111	629	630
3120	111	630	631
3121	111	631	632
3122	111	632	633
3123	111	633	634
3124	111	634	635
3125	111	635	636
3126	111	636	637
3127	111	637	638
3128	111	638	639
3129	111	639	640
3130	112	640	639
3131	112	639	638
3132	112	638	637
3133	112	637	636
3134	112	636	635
3135	112	635	634
3136	112	634	633
3137	112	633	632
3138	112	632	631
3139	112	631	630
3140	112	630	629
3141	112	629	628
3142	112	628	627
3143	112	627	626
3144	112	626	625
3145	112	625	624
3146	112	624	623
3147	112	623	622
3148	112	622	621
3149	112	621	620
3150	112	620	619
3151	112	619	618
3152	112	618	617
3153	112	617	616
3154	112	616	615
3155	112	615	614
3156	112	614	613
3157	112	613	612
3158	112	612	611
3159	112	611	610
3160	112	610	609
3161	112	609	608
3162	112	608	607
3163	112	607	606
3164	112	606	605
3165	112	605	604
3166	112	604	603
3167	112	603	602
3168	112	602	601
3169	113	641	642
3170	113	642	643
3171	113	643	644
3172	113	644	645
3173	113	645	646
3174	113	646	647
3175	113	647	648
3176	113	648	649
3177	113	649	650
3178	113	650	651
3179	113	651	652
3180	113	652	653
3181	113	653	654
3182	113	654	655
3183	113	655	656
3184	113	656	657
3185	113	657	658
3186	113	658	659
3187	113	659	660
3188	113	660	661
3189	113	661	662
3190	113	662	663
3191	113	663	664
3192	113	664	665
3193	113	665	666
3194	113	666	667
3195	113	667	668
3196	113	668	669
3197	113	669	670
3198	113	670	671
3199	113	671	672
3200	113	672	673
3201	113	673	674
3202	113	674	675
3203	113	675	676
3204	113	676	677
3205	113	677	678
3206	113	678	679
3207	113	679	680
3208	114	680	679
3209	114	679	678
3210	114	678	677
3211	114	677	676
3212	114	676	675
3213	114	675	674
3214	114	674	673
3215	114	673	672
3216	114	672	671
